,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Total,;;;;;;;;;;;;;;
Mañanas,4,4,5,5,3,2,3,6,9,6,,,47,;;;;;;;;;;;;;;
Tardes,5,4,4,6,3,6,3,4,1,2,,,38,;;;;;;;;;;;;;;
Noches,5,3,4,5,4,4,3,5,3,5,,,41/54,;;;;;;;;;;;;;;
Vacaciones,0,0,0,0,0,5,11,0,5,0,,,21/22,;;;;;;;;;;;;;;
AP's,2,3,2,0,0,0,0,0,0,0,,,0/8,;;;;;;;;;;;;;;
Ferias,1,0,0,1,0,1,1,0,1,0,,,5/6,;;;;;;;;;;;;;;
Días de Trabajo Sindical,0,0,0,0,0,0,0,0,0,0,,,0,;;;;;;;;;;;;;;
Días de Baja,0,0,0,0,0,0,0,0,0,0,,,0,;;;;;;;;;;;;;;
Días de Juicio,0,0,0,0,0,1,0,0,0,0,,,1,;;;;;;;;;;;;;;
Permisos,0,0,0,0,5,0,0,2,0,0,,,7,;;;;;;;;;;;;;;
Cursos,0,0,2,0,0,0,0,0,0,0,,,2,;;;;;;;;;;;;;;
Descansos Compensados,0,0,0,0,2,0,0,0,1,4,,,7,;;;;;;;;;;;;;;
Indisposiciones,0,0,1,0,0,0,0,0,0,0,,,1/5,;;;;;;;;;;;;;;
Jefaturas de Servicio,8,3,7,8,5,2,8,8,4,5,,,58,;;;;;;;;;;;;;;
Festivos trabajados,2,0,0,3,1,1,1,2,1,1,,,12/20,;;;;;;;;;;;;;;
Fines de semana trabajados,2,2,2.5,2,2.5,2,1,2,1.5,2.5,,,20/24,H. de baja;;;;;;;;;;;;;;
Horas Trabajadas,146.38,123.63,158.5,147.38,134.5,121.5,83.63,152.38,115.63,153.38,,,1348.88,;;;;;;;;;;;;;;
1ex (N),0,0,0,0,0,0,0,0,,,,,0,0;;;;;;;;;;;;;;
2ex (N),2,0,0,0,0,0,0,0,,,,,2,15;;;;;;;;;;;;;;
3ex (N),1,0,1,0,0,0,1,1,,,,,4,36;;;;;;;;;;;;;;
1ex (F),0,0,2,0,0,0,0,1,,,,,3,22.5;;;;;;;;;;;;;;
2ex (F),0,2,2,0,0,0,1,1,,,,,6,45;;;;;;;;;;;;;;
3ex (F),1,1,1,1,0,0,0,0,,,,,4,36;;;;;;;;;;;;;;
